mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name,length,width,height,wheelbase,engine_type,fuel_system,transmission_type,num_gears,drive_type,drag_coefficient,frontal_area,compression_ratio,top_speed
45.8,4,132.8,60.0,2691,21.3,2021,1,BMW Luxury Premium,230.0,82.0,65.9,130.7,Inline-4,MPFI,Automatic,8.0,AWD,0.348,30.6,10.8,112.0
35.3,6,226.7,,3111,16.3,1977,1,Kia Crossover LX,230.0,82.0,70.1,127.7,V6,MPFI,Manual,,FWD,0.45,32.5,,142.0
45.7,4,134.3,102.0,1800,16.8,2018,3,Tesla Hybrid Premium,,82.0,69.7,113.6,Inline-4,MPFI,DCT,6.0,FWD,0.35,34.1,,118.0
38.3,6,233.6,131.0,2925,18.4,2021,2,Nissan Luxury Sport,226.8,82.0,53.8,128.1,V6,MPFI,CVT,,FWD,0.379,26.3,,
40.2,6,183.1,111.0,2776,18.0,2000,2,Nissan Coupe Sport,230.0,82.0,74.4,132.3,V6,Direct Injection,Automatic,8.0,nan,0.385,34.7,10.1,123.0
46.5,4,151.8,127.0,2219,16.9,2014,1,Hyundai Compact ,230.0,82.0,53.5,127.3,Inline-4,MPFI,Automatic,7.0,RWD,0.396,24.0,11.4,125.0
36.9,6,228.7,141.0,2383,14.2,2001,2,Dodge Compact DX,203.0,82.0,68.9,107.6,V6,Carburetor,Automatic,,4WD,0.359,34.6,12.2,130.0
26.7,8,454.0,199.0,4561,17.4,2024,3,Toyota Convertible Sport,230.0,82.0,53.3,124.9,V8,MPFI,DCT,7.0,FWD,0.348,,10.4,175.0
29.0,6,261.5,127.0,2992,18.1,1974,1,Honda Coupe LX,230.0,82.0,58.1,130.9,V6,TBI,Automatic,7.0,AWD,0.497,29.2,8.5,148.0
43.9,4,110.7,50.0,1800,20.6,2012,1,Hyundai Crossover Limited,230.0,82.0,72.6,123.8,Inline-4,GDI,Automatic,,FWD,0.39,35.5,10.2,108.0
37.4,6,184.8,84.0,2701,20.4,1991,1,Ford Wagon Premium,230.0,82.0,59.0,121.5,V6,MPFI,CVT,,FWD,0.477,,11.5,114.0
25.7,8,434.7,128.0,4566,22.2,2017,1,Hyundai Wagon Base,230.0,82.0,70.4,134.8,V8,nan,Automatic,8.0,RWD,0.38,,11.7,139.0
43.2,4,178.0,72.0,2162,20.6,1992,2,Audi Truck Sport,223.4,82.0,71.3,124.0,Inline-4,MPFI,Manual,5.0,FWD,0.456,35.5,11.6,
27.3,8,378.3,296.0,4604,15.5,1996,1,Lexus Convertible ,230.0,82.0,75.1,130.0,V8,Carburetor,Automatic,10.0,AWD,0.421,35.3,11.1,
52.4,3,67.8,54.0,1800,20.2,2009,2,Chevrolet Crossover DX,230.0,82.0,53.4,130.0,Inline-3,MPFI,Automatic,8.0,FWD,,26.2,12.7,121.0
54.7,3,64.7,50.0,1800,20.5,2023,1,Mazda SUV Limited,230.0,82.0,55.0,131.0,Inline-3,nan,Manual,5.0,4WD,,25.7,12.5,105.0
38.7,6,208.7,110.0,2652,17.6,1994,2,Volkswagen Truck ,,82.0,59.5,125.5,V6,Carburetor,Manual,5.0,FWD,0.419,29.2,,113.0
30.9,6,212.8,137.0,3041,16.1,1990,1,Mazda Sport ,226.5,82.0,54.4,123.7,V6,GDI,Automatic,6.0,FWD,0.467,26.0,10.9,149.0
42.2,6,222.4,98.0,2981,18.8,2019,2,Jeep Sport LX,230.0,82.0,70.9,125.4,V6,MPFI,nan,7.0,AWD,0.389,34.0,10.0,118.0
30.8,8,424.2,253.0,4650,18.0,2010,2,Lexus Compact EX,230.0,82.0,74.9,124.8,V8,nan,Automatic,4.0,FWD,0.406,37.5,10.1,158.0
50.3,4,114.6,50.0,2003,20.5,2023,2,Hyundai Coupe Limited,230.0,82.0,58.0,126.5,Inline-4,MPFI,Automatic,6.0,AWD,,28.4,13.5,88.0
45.8,4,94.6,87.0,1800,17.2,1990,3,BMW Van Base,230.0,82.0,53.7,127.2,Inline-4,Direct Injection,Automatic,,FWD,0.467,26.3,10.7,116.0
31.6,8,362.1,171.0,3983,19.6,2015,3,Honda SUV GT,230.0,82.0,74.1,126.8,V8,GDI,DCT,7.0,RWD,0.329,38.0,9.8,155.0
38.5,4,167.0,113.0,2062,14.1,1996,3,Audi Hybrid Premium,230.0,82.0,74.8,124.8,Inline-4,MPFI,Automatic,,AWD,0.409,35.4,9.9,127.0
38.3,6,229.8,98.0,2963,19.4,1990,3,Chrysler Hybrid EX,230.0,82.0,56.3,126.3,V6,MPFI,Semi-Automatic,7.0,FWD,0.438,28.0,9.3,106.0
36.7,6,276.5,188.0,3433,15.7,2016,1,Toyota Coupe Base,230.0,82.0,55.4,125.3,V6,Carburetor,CVT,,FWD,0.367,27.7,13.3,134.0
47.5,4,135.3,91.0,1800,17.7,2013,2,Volkswagen Hatchback Base,230.0,,53.9,131.9,Inline-4,Carburetor,Semi-Automatic,6.0,FWD,0.381,26.1,11.1,
45.9,4,114.8,67.0,1986,20.5,2018,1,Volkswagen Crossover ,230.0,82.0,69.4,131.3,Inline-4,Carburetor,Automatic,5.0,4WD,0.329,34.5,11.1,108.0
44.4,6,199.3,57.0,3309,23.0,2001,3,Chrysler Compact EX,230.0,82.0,59.5,125.1,V6,TBI,Manual,5.0,AWD,0.426,28.3,10.7,109.0
26.3,8,432.8,293.0,5055,17.8,2007,3,Hyundai Coupe Sport,230.0,82.0,70.7,124.3,V8,TBI,Automatic,6.0,FWD,0.383,32.8,12.1,193.0
36.9,6,233.6,175.0,3163,17.3,2005,1,Jeep Compact DX,230.0,82.0,,125.2,V6,Carburetor,Automatic,4.0,FWD,0.379,,9.4,
39.0,6,240.4,196.0,2488,13.4,2025,2,Toyota Compact ,230.0,82.0,73.2,122.0,Inline-6,TBI,DCT,6.0,RWD,0.355,,9.6,138.0
37.0,5,185.3,168.0,2351,16.7,2000,3,Tesla Coupe Premium,230.0,82.0,72.5,127.3,V12,MPFI,CVT,,nan,0.457,34.8,,120.0
45.6,4,155.3,65.0,1833,17.6,2000,2,Lexus Crossover Base,230.0,82.0,74.6,126.6,Inline-4,TBI,DCT,7.0,FWD,0.408,34.8,10.4,125.0
44.9,4,93.9,50.0,1800,23.0,2003,1,Jeep Wagon Premium,224.8,82.0,58.3,120.9,Inline-4,GDI,Manual,6.0,nan,0.407,29.0,11.4,85.0
43.7,4,162.2,96.0,1900,19.1,2012,1,Nissan Wagon Limited,230.0,82.0,57.8,122.0,Inline-4,MPFI,Automatic,10.0,AWD,0.345,27.1,12.5,131.0
42.4,4,137.9,69.0,1800,19.1,1997,2,Chrysler Coupe Sport,214.7,82.0,57.0,111.5,Inline-4,Carburetor,Automatic,4.0,4WD,0.424,28.7,9.5,
45.2,4,125.3,64.0,1800,19.0,2023,1,Mercedes Luxury DX,206.1,82.0,57.2,116.2,Inline-4,MPFI,DCT,8.0,FWD,0.309,29.4,12.1,98.0
43.3,4,138.4,54.0,1800,19.8,1998,2,Volvo Hatchback Limited,213.6,82.0,54.8,121.8,Inline-4,Carburetor,Manual,5.0,RWD,0.401,26.2,10.6,129.0
47.8,4,145.1,50.0,1800,20.5,2023,3,Chevrolet SUV ,206.1,82.0,74.6,114.4,Inline-4,GDI,Automatic,10.0,FWD,0.36,38.0,12.8,114.0
40.3,4,103.5,51.0,1864,22.1,1984,1,Mazda Wagon ,195.0,,53.9,107.6,Inline-4,TBI,Automatic,6.0,AWD,0.5,26.6,8.8,
41.2,6,221.7,188.0,3073,13.3,2015,3,Honda Truck Sport,230.0,82.0,59.4,125.2,V6,MPFI,CVT,,FWD,,28.7,12.7,159.0
38.2,6,213.6,96.0,3007,22.2,2023,3,Chrysler Convertible LX,230.0,82.0,73.9,133.9,V6,MPFI,DCT,6.0,FWD,0.381,,9.1,125.0
41.8,4,121.5,50.0,2065,21.4,1991,1,Tesla Coupe EX,230.0,82.0,57.6,126.4,Inline-4,MPFI,Manual,5.0,FWD,0.471,29.1,9.4,
38.0,8,300.1,122.0,3752,21.3,2025,3,Jeep Sport EX,230.0,,52.3,127.0,V8,Carburetor,Automatic,5.0,FWD,0.339,23.7,12.1,130.0
46.8,4,104.4,78.0,1800,17.3,2007,1,Jeep Sedan Premium,222.0,82.0,75.1,124.0,Inline-4,GDI,nan,6.0,RWD,0.34,35.7,10.6,132.0
29.4,8,315.6,212.0,4445,18.6,2024,1,Tesla Compact EX,230.0,82.0,71.2,134.1,V8,MPFI,Manual,6.0,RWD,0.327,35.3,12.9,170.0
41.2,3,71.2,50.0,1800,21.2,2016,3,Hyundai SUV EX,230.0,81.7,68.3,134.9,Inline-3,TBI,CVT,,4WD,,31.8,12.1,145.0
25.1,8,476.8,203.0,4805,19.2,2000,2,Chevrolet Sport DX,230.0,82.0,59.2,125.5,V8,GDI,Automatic,5.0,FWD,0.392,,9.4,125.0
48.4,3,66.2,,1800,20.1,1993,1,Jeep Hatchback Limited,230.0,82.0,73.9,130.0,,GDI,Automatic,6.0,FWD,0.466,34.4,9.6,104.0
38.8,6,221.6,102.0,3259,19.9,2000,1,Chevrolet Sedan Base,230.0,82.0,67.3,126.5,V6,TBI,DCT,7.0,RWD,0.391,32.9,8.6,127.0
42.0,4,118.0,106.0,1800,14.9,1983,1,Acura Wagon DX,206.2,82.0,,115.5,,Carburetor,CVT,,FWD,,36.3,8.7,136.0
34.1,6,258.7,156.0,3130,18.3,1990,3,Honda SUV DX,230.0,82.0,66.7,124.7,Inline-6,GDI,Automatic,6.0,4WD,0.486,32.6,12.1,124.0
43.5,4,94.5,50.0,1800,22.2,1984,1,Kia Convertible GT,210.6,82.0,58.1,116.1,Inline-4,nan,Automatic,6.0,RWD,0.481,26.4,8.5,130.0
48.3,4,107.7,64.0,1800,20.0,2006,3,Chrysler SUV EX,228.4,82.0,73.5,123.1,Inline-4,Carburetor,Semi-Automatic,6.0,FWD,0.356,35.5,,99.0
42.8,6,201.1,85.0,2493,17.2,2020,1,Chrysler Crossover Premium,228.5,82.0,74.8,125.5,V6,MPFI,Manual,5.0,FWD,0.368,36.4,11.3,111.0
42.3,4,179.4,68.0,1800,20.7,1989,2,Mazda Sedan LX,214.1,82.0,56.3,117.4,Inline-4,GDI,DCT,6.0,FWD,0.452,,10.7,
28.6,8,405.6,215.0,4712,18.3,1988,2,Chevrolet Crossover LX,230.0,82.0,55.5,129.1,V8,MPFI,Manual,5.0,RWD,0.482,26.9,12.2,131.0
45.2,4,102.5,113.0,1800,13.0,2015,1,Chrysler Truck LX,230.0,82.0,73.6,130.0,Inline-4,Direct Injection,CVT,,RWD,0.341,33.5,12.1,126.0
40.2,5,156.3,50.0,2585,20.4,1993,1,Tesla Truck Base,230.0,82.0,56.3,129.5,V12,GDI,Manual,6.0,FWD,0.444,,10.4,146.0
34.5,6,196.8,101.0,2794,18.5,1983,1,Volvo Truck GT,230.0,,52.7,126.3,V6,nan,Automatic,,RWD,,27.1,12.4,109.0
43.4,4,101.2,50.0,1800,20.8,1991,2,Toyota Compact ,219.5,82.0,54.5,117.8,Inline-4,MPFI,Automatic,6.0,FWD,0.471,25.1,11.4,123.0
46.5,4,161.7,132.0,1874,13.4,2023,3,Mercedes Wagon GT,230.0,82.0,58.8,126.3,Inline-4,MPFI,Automatic,5.0,AWD,0.344,28.4,11.5,129.0
37.7,6,229.6,107.0,3250,19.2,2021,3,Acura Truck Sport,230.0,82.0,73.8,121.9,Flat-6,TBI,Automatic,5.0,FWD,0.382,37.3,13.2,123.0
32.8,6,243.1,113.0,3017,20.3,2003,1,Jeep Luxury EX,230.0,82.0,56.9,127.5,V6,GDI,CVT,,FWD,0.407,27.2,12.1,163.0
28.5,8,352.9,239.0,4095,17.4,2015,3,Chrysler Truck DX,230.0,82.0,57.0,126.2,V8,GDI,DCT,7.0,FWD,0.412,28.0,9.9,168.0
47.0,4,139.8,83.0,1943,19.6,2011,1,Jeep SUV Base,230.0,82.0,52.2,128.3,Flat-4,MPFI,Manual,5.0,4WD,0.347,25.1,,110.0
43.7,5,155.5,127.0,2006,13.9,2016,3,Audi Compact Premium,230.0,82.0,75.1,128.4,V12,MPFI,Automatic,8.0,RWD,0.353,38.3,11.2,
46.8,4,117.7,50.0,1885,22.0,2016,3,Chevrolet Luxury EX,230.0,82.0,69.5,128.1,Inline-4,Carburetor,Automatic,4.0,FWD,0.364,33.3,9.0,119.0
45.6,4,148.7,113.0,2098,16.4,2014,3,Jeep Van EX,230.0,82.0,59.5,124.4,Inline-4,MPFI,CVT,,AWD,0.402,27.8,13.2,124.0
43.1,6,195.0,108.0,2416,20.3,1998,1,Toyota Wagon Base,230.0,82.0,74.5,123.1,V6,MPFI,DCT,8.0,AWD,0.367,37.2,11.3,
37.8,4,145.5,50.0,2499,22.3,1975,2,Nissan Wagon Premium,230.0,82.0,,126.6,Inline-4,MPFI,Automatic,8.0,RWD,,,12.3,113.0
44.4,4,166.7,130.0,2096,16.9,2007,2,Lexus Sport EX,212.4,82.0,65.3,116.9,Flat-4,MPFI,Automatic,5.0,RWD,0.342,31.7,12.3,130.0
45.9,4,100.8,56.0,1800,20.9,2022,1,Chevrolet Coupe Premium,,82.0,68.2,,Inline-4,nan,Automatic,6.0,4WD,0.325,32.5,10.2,101.0
36.3,6,269.7,174.0,3472,17.9,2012,3,Tesla Hybrid Base,230.0,82.0,73.4,125.1,V6,GDI,Automatic,6.0,RWD,0.374,33.7,9.9,117.0
34.8,8,297.5,260.0,3200,12.4,2021,1,Volvo Sport Premium,,82.0,68.4,126.9,V8,GDI,Manual,5.0,FWD,0.368,,11.5,
41.2,6,214.9,141.0,3231,19.7,2025,3,Audi Convertible EX,230.0,82.0,56.5,121.2,Inline-6,Carburetor,Automatic,6.0,AWD,0.3,,9.7,128.0
40.4,5,176.6,55.0,2430,22.5,1991,3,Tesla Van Limited,230.0,82.0,60.0,,V12,TBI,Manual,6.0,FWD,,30.3,,104.0
39.2,6,235.9,185.0,3043,15.5,2016,2,Lexus Compact Limited,230.0,82.0,55.2,129.7,V6,GDI,Automatic,5.0,FWD,0.376,27.9,12.9,153.0
41.3,6,189.6,105.0,2691,18.7,2016,1,Kia Convertible Sport,230.0,82.0,72.6,132.4,V6,MPFI,Automatic,8.0,RWD,0.323,34.2,13.0,
47.0,4,161.9,120.0,2245,16.3,2025,1,Ford Coupe ,230.0,82.0,,127.2,Inline-4,Carburetor,Automatic,8.0,4WD,0.319,24.4,11.9,141.0
44.8,4,177.6,56.0,2051,21.7,2025,3,Jeep Coupe ,230.0,82.0,57.7,126.0,Inline-4,MPFI,Automatic,10.0,AWD,0.33,27.6,11.4,85.0
46.9,4,106.3,53.0,1800,20.8,2016,2,Volkswagen Hybrid LX,,82.0,71.6,122.6,Inline-4,MPFI,CVT,,FWD,0.364,35.4,9.3,114.0
38.6,4,170.6,114.0,2174,17.4,1997,3,Chevrolet Wagon GT,222.6,82.0,73.6,124.2,Flat-4,GDI,Semi-Automatic,6.0,FWD,0.381,35.3,10.5,118.0
33.1,8,402.5,238.0,3930,15.5,2020,1,Honda Van EX,230.0,82.0,52.2,125.5,V8,MPFI,Manual,5.0,FWD,0.343,23.7,10.8,187.0
39.1,4,174.2,118.0,2346,18.9,1984,3,Chrysler Sedan Sport,227.0,82.0,66.5,126.5,Inline-4,MPFI,Automatic,7.0,FWD,0.422,,8.3,133.0
47.1,4,105.8,85.0,1850,16.6,2019,3,Toyota Van EX,230.0,82.0,52.6,122.7,Inline-4,MPFI,Automatic,6.0,AWD,0.353,,13.4,138.0
23.3,8,454.2,237.0,5344,,2023,3,Ford Convertible DX,230.0,82.0,55.3,122.0,V8,MPFI,Manual,5.0,RWD,0.355,25.8,12.5,126.0
40.3,8,293.2,183.0,4034,19.2,2004,1,Tesla Compact Premium,230.0,82.0,52.2,126.3,V8,Carburetor,CVT,,FWD,0.427,26.1,9.9,177.0
27.3,6,268.3,,3799,15.6,2014,1,Toyota Van DX,230.0,82.0,53.0,121.6,V6,GDI,Automatic,6.0,4WD,0.362,26.4,12.8,
42.2,4,150.7,117.0,1966,14.6,2006,1,Hyundai Convertible Premium,230.0,82.0,,123.6,Inline-4,MPFI,CVT,,FWD,0.435,31.5,,118.0
44.7,4,123.3,91.0,1800,17.8,2007,2,Nissan Convertible LX,230.0,82.0,52.8,126.4,Flat-4,TBI,CVT,,FWD,0.367,25.6,9.9,151.0
50.3,3,65.7,50.0,1800,22.0,2001,2,Toyota Van Base,225.8,82.0,55.7,126.6,Inline-3,MPFI,Automatic,4.0,RWD,0.438,28.6,10.6,119.0
45.4,4,163.5,87.0,1800,19.5,2019,1,Volvo Hybrid ,223.7,82.0,56.4,123.8,Inline-4,MPFI,Automatic,7.0,AWD,0.334,25.9,13.1,99.0
47.7,4,144.3,93.0,2066,18.9,2024,1,Audi SUV Premium,226.8,82.0,67.0,129.9,Inline-4,Carburetor,nan,5.0,RWD,0.347,31.8,10.0,96.0
41.3,6,216.0,121.0,2739,17.8,2024,2,Acura Truck GT,230.0,82.0,66.3,,V6,GDI,Automatic,6.0,AWD,,30.4,,113.0
49.1,4,129.9,75.0,1800,19.5,1992,1,Volkswagen Truck Limited,229.4,82.0,70.6,119.7,Inline-4,Carburetor,Automatic,5.0,AWD,0.387,33.5,10.5,94.0
47.2,4,164.4,64.0,2067,20.9,2022,1,Audi Sedan Sport,224.7,82.0,76.2,126.7,Inline-4,Direct Injection,DCT,7.0,RWD,0.317,34.2,11.1,133.0
45.9,4,120.5,113.0,1800,15.9,2018,1,Volvo Convertible EX,230.0,82.0,73.2,127.3,Inline-4,TBI,Automatic,4.0,RWD,0.348,35.0,11.3,142.0
42.1,6,189.0,143.0,2617,15.9,1997,2,Tesla Luxury LX,226.3,82.0,53.0,124.7,Flat-6,MPFI,DCT,7.0,AWD,0.377,,12.9,136.0
31.3,6,271.1,136.0,3384,19.6,1979,1,Honda Sedan Limited,230.0,82.0,77.9,133.4,Flat-6,MPFI,Manual,5.0,4WD,0.442,37.1,10.6,121.0
44.8,6,218.7,70.0,2456,21.2,1998,2,Mazda Convertible Base,219.7,82.0,52.8,117.5,V6,Carburetor,Automatic,6.0,4WD,0.395,26.9,10.2,115.0
52.0,4,121.4,54.0,2042,23.4,2023,1,Chrysler Sport LX,212.3,82.0,56.0,118.6,Inline-4,Carburetor,Manual,5.0,nan,0.326,27.7,12.9,114.0
48.6,4,108.4,61.0,1800,20.0,2014,1,Volkswagen Coupe DX,230.0,82.0,55.8,129.8,Inline-4,nan,Automatic,6.0,RWD,0.357,25.4,11.8,
43.2,4,170.8,165.0,2513,16.9,2017,2,Hyundai Wagon EX,230.0,82.0,56.4,128.9,Inline-4,GDI,CVT,,AWD,0.315,28.0,12.7,127.0
43.4,4,109.6,50.0,1800,22.2,1998,2,Hyundai Truck Premium,211.8,82.0,74.3,114.8,Inline-4,MPFI,DCT,7.0,RWD,0.455,37.8,10.0,
30.2,8,420.1,150.0,5064,,2017,1,Acura Crossover Base,230.0,82.0,56.1,130.5,,MPFI,Semi-Automatic,6.0,AWD,0.351,24.9,12.8,144.0
19.3,10,532.1,452.0,5670,14.3,1973,1,Kia Sport Limited,230.0,82.0,68.5,126.8,V10,GDI,Automatic,10.0,RWD,0.466,31.4,,211.0
40.9,6,183.5,71.0,2392,19.8,2004,1,Lexus Compact GT,230.0,82.0,70.5,127.3,V6,GDI,CVT,,AWD,0.348,32.8,12.0,132.0
27.3,8,462.3,332.0,4861,14.6,2014,1,Nissan Convertible ,230.0,82.0,,124.6,V8,MPFI,DCT,6.0,RWD,0.346,,10.9,173.0
38.1,6,221.1,79.0,3020,20.5,1990,2,Mercedes Crossover LX,230.0,82.0,55.0,124.7,V6,MPFI,Manual,5.0,RWD,0.404,25.9,9.1,120.0
49.9,4,149.2,119.0,1800,14.9,2021,3,Honda Luxury Base,230.0,82.0,77.2,126.7,Inline-4,TBI,Manual,6.0,4WD,0.301,37.2,13.1,134.0
14.5,12,524.5,230.0,6439,17.6,1996,1,Audi Sedan DX,230.0,82.0,,127.4,V12,Carburetor,Automatic,4.0,FWD,0.374,30.5,12.7,
47.0,4,152.6,102.0,1994,19.1,2015,1,Honda Hatchback GT,230.0,82.0,74.0,126.3,Flat-4,MPFI,Automatic,5.0,FWD,0.407,34.8,10.8,125.0
47.0,6,205.4,152.0,2695,16.2,2005,1,Hyundai Crossover EX,230.0,82.0,57.5,123.9,V6,TBI,CVT,,AWD,0.358,28.5,8.9,150.0
48.6,4,92.0,67.0,1800,20.2,2013,3,Toyota Van Sport,221.6,82.0,57.8,120.1,Inline-4,GDI,Automatic,10.0,FWD,0.39,26.8,9.1,124.0
39.9,4,175.3,64.0,2670,21.7,1985,1,Subaru Compact EX,230.0,82.0,58.7,125.8,Inline-4,MPFI,Automatic,6.0,RWD,0.492,,10.0,85.0
37.5,6,181.6,89.0,2662,19.7,1972,1,Toyota Luxury LX,230.0,82.0,75.1,124.6,V6,TBI,Automatic,4.0,AWD,0.493,36.4,11.0,102.0
46.6,4,164.2,54.0,2584,20.6,2023,1,Dodge Sport Sport,230.0,82.0,66.3,119.4,Inline-4,TBI,Automatic,4.0,FWD,0.312,32.7,9.5,117.0
42.0,4,105.2,87.0,1800,16.8,1998,2,Mercedes Coupe LX,219.3,82.0,52.0,119.2,Inline-4,GDI,Automatic,7.0,RWD,,26.2,11.1,127.0
54.1,4,125.3,,1800,18.7,2020,3,Honda Truck Sport,230.0,82.0,59.0,127.9,Inline-4,MPFI,DCT,7.0,FWD,0.362,28.3,12.3,85.0
46.7,4,164.0,115.0,2112,16.3,2025,1,Jeep Van DX,230.0,82.0,59.9,,Inline-4,TBI,Manual,5.0,FWD,0.352,27.8,11.4,128.0
30.6,8,325.3,111.0,4636,20.4,1994,1,Kia Hybrid Premium,230.0,82.0,75.5,128.9,V8,MPFI,Semi-Automatic,6.0,RWD,0.478,34.9,12.8,146.0
34.3,6,266.6,163.0,3801,17.9,1998,1,Nissan Hybrid GT,230.0,82.0,70.1,125.9,V6,Direct Injection,Manual,6.0,RWD,0.462,32.8,13.0,
49.7,4,134.8,84.0,1800,18.5,2015,1,Mercedes SUV Premium,216.2,82.0,58.2,119.0,Flat-4,GDI,Semi-Automatic,7.0,FWD,0.322,27.8,10.6,167.0
47.3,4,123.0,81.0,1800,19.1,2025,3,Mercedes SUV DX,223.6,82.0,66.7,121.0,Inline-4,Carburetor,Manual,5.0,4WD,0.33,33.5,10.3,147.0
36.3,6,246.2,203.0,3142,14.2,2023,2,Mercedes Wagon DX,230.0,82.0,69.9,124.8,V6,Direct Injection,Automatic,6.0,FWD,0.338,34.4,12.2,154.0
45.6,4,120.7,50.0,2100,20.5,2010,1,Dodge Luxury EX,230.0,82.0,59.8,127.4,Inline-4,GDI,Manual,5.0,FWD,0.395,30.6,9.5,
49.6,4,121.3,74.0,1800,19.1,2020,1,Jeep Compact LX,213.1,82.0,58.0,114.4,Inline-4,GDI,Manual,,FWD,0.376,27.7,12.3,95.0
40.3,4,156.0,112.0,2118,16.9,1989,3,Volkswagen Crossover DX,230.0,81.4,69.7,130.7,Inline-4,MPFI,Automatic,9.0,RWD,0.464,33.5,10.5,134.0
30.5,8,348.2,277.0,4717,15.8,2025,2,Honda Wagon DX,230.0,82.0,57.0,,V8,GDI,nan,5.0,RWD,0.377,27.0,12.3,174.0
50.1,4,108.1,62.0,1948,21.1,2025,2,Subaru Coupe Sport,230.0,82.0,53.4,127.6,Inline-4,TBI,Automatic,5.0,FWD,0.359,,11.1,115.0
37.9,4,162.7,76.0,2396,20.4,1991,2,Mazda Compact Base,230.0,82.0,57.9,127.9,Inline-4,nan,Semi-Automatic,6.0,FWD,0.419,28.1,9.0,159.0
43.2,5,188.3,113.0,2693,17.1,2000,3,Jeep Truck GT,230.0,82.0,71.3,127.4,V12,MPFI,Manual,5.0,AWD,0.373,36.2,10.0,111.0
40.1,4,134.8,70.0,2283,19.6,1984,1,Dodge Wagon ,230.0,82.0,56.9,127.2,Inline-4,MPFI,Manual,5.0,FWD,0.472,,10.5,112.0
39.8,6,232.7,77.0,2696,19.0,1999,1,Lexus SUV DX,230.0,82.0,73.2,121.5,Flat-6,Carburetor,Semi-Automatic,6.0,RWD,0.394,34.2,12.0,135.0
41.2,4,152.6,106.0,2695,18.9,2020,3,Nissan Truck ,230.0,82.0,68.6,128.9,Flat-4,Carburetor,Automatic,6.0,FWD,0.338,34.5,12.1,154.0
48.2,4,135.8,106.0,2204,16.4,2004,1,Dodge Convertible Sport,230.0,82.0,67.0,131.6,Inline-4,MPFI,CVT,,AWD,0.425,31.1,10.4,120.0
43.6,4,127.5,50.0,1800,19.1,1982,1,Chevrolet Sport Premium,230.0,82.0,74.9,124.4,,MPFI,CVT,,4WD,0.471,36.5,8.8,117.0
43.0,4,179.5,82.0,2569,18.2,2002,3,Hyundai Compact DX,230.0,82.0,67.5,126.8,Flat-4,nan,Automatic,6.0,FWD,,33.0,9.2,145.0
31.9,8,312.5,210.0,3995,19.1,2025,1,Audi SUV Premium,230.0,82.0,67.9,131.6,V8,MPFI,Automatic,5.0,RWD,0.334,34.0,11.0,158.0
25.4,8,410.4,189.0,5025,18.0,2014,2,Volkswagen Sedan Premium,230.0,82.0,55.5,127.1,V8,TBI,Manual,5.0,4WD,0.375,,9.3,138.0
43.4,4,169.7,122.0,2335,16.8,2006,3,Nissan Convertible Sport,230.0,82.0,68.2,130.3,Inline-4,TBI,Automatic,7.0,FWD,0.423,31.7,9.8,130.0
38.1,4,151.8,54.0,2273,21.5,1991,1,Mercedes Hybrid ,214.4,82.0,56.6,116.7,Inline-4,MPFI,Automatic,7.0,FWD,0.429,25.7,11.6,130.0
44.6,4,169.3,52.0,2016,21.3,2025,1,Mercedes Van EX,226.6,82.0,56.1,128.2,Flat-4,nan,Manual,,FWD,0.294,26.8,9.5,99.0
43.3,6,213.6,141.0,3174,19.0,2020,1,Lexus Van Base,230.0,82.0,53.8,126.6,Flat-6,GDI,CVT,,RWD,0.349,26.8,10.8,128.0
37.4,6,207.2,192.0,2725,14.4,1999,1,Mercedes Coupe Limited,230.0,82.0,69.3,130.0,V6,MPFI,CVT,,RWD,0.447,,12.1,158.0
39.9,4,166.6,124.0,2352,16.6,1979,1,Toyota Sport Limited,230.0,82.0,73.5,131.1,Inline-4,nan,DCT,6.0,4WD,,35.7,8.3,132.0
32.4,6,219.4,188.0,2949,15.6,1977,2,Hyundai Coupe GT,230.0,82.0,70.0,130.1,Inline-6,MPFI,Automatic,8.0,FWD,0.5,34.5,10.7,141.0
37.5,6,251.0,108.0,2660,19.1,1986,3,Mercedes Sport DX,230.0,82.0,70.5,127.1,Inline-6,nan,Semi-Automatic,6.0,RWD,,34.4,8.6,132.0
30.7,8,312.5,276.0,3879,14.4,2012,1,Ford Coupe LX,230.0,82.0,74.7,124.8,V8,MPFI,DCT,7.0,AWD,0.387,37.6,,180.0
47.8,4,158.0,77.0,2318,20.7,2024,1,Toyota Van EX,230.0,82.0,,127.1,Inline-4,Carburetor,CVT,,FWD,0.357,34.4,10.8,109.0
52.2,4,139.4,117.0,1824,14.8,2009,3,Toyota Hybrid DX,230.0,82.0,67.4,127.9,Inline-4,TBI,Automatic,4.0,RWD,0.405,32.6,11.4,136.0
46.3,4,114.2,61.0,2077,20.4,2021,1,Chevrolet Van EX,229.9,82.0,54.8,125.3,Inline-4,MPFI,CVT,,nan,0.39,,12.7,105.0
27.1,8,388.8,192.0,4346,17.0,2007,3,Tesla Crossover LX,230.0,82.0,69.3,122.7,V8,MPFI,CVT,,RWD,0.372,31.5,9.5,108.0
42.0,6,249.7,127.0,3406,19.1,2017,2,Lexus Crossover LX,230.0,82.0,72.4,124.6,V6,nan,DCT,6.0,RWD,0.324,34.9,12.7,135.0
